project_id,project_name,sector_name,id,clause_number,clause_title,section_name,claim_type,risk_level,claim_strength,time_impact,cost_impact,file_name
Suez-Tunnel,Suez Tunnel Civil & MEP Works,Tunnels,307,,days after Engineer receives the complete monthly statement,Payment Entitlements,Payment / Certification,Critical,Strong,Yes,Yes,Overall_Contract_clause_library.xlsx
Suez-Tunnel,Suez Tunnel Civil & MEP Works,Tunnels,308,,"% of outstanding works per week of delay or part thereof, capped at 10% of",Evidence Requirements,Evidence / Substantiation,Medium,Strong,Yes,Yes,Overall_Contract_clause_library.xlsx
Suez-Tunnel,Suez Tunnel Civil & MEP Works,Tunnels,309,,"Programme, Progress, and Delay Entitlement",EOT Entitlements,Extension of Time,High,Strong,Yes,Yes,Overall_Contract_clause_library.xlsx
Suez-Tunnel,Suez Tunnel Civil & MEP Works,Tunnels,310,,"Site, Materials, Quality, and HSE",Payment Entitlements,Payment / Certification,Medium,Strong,Yes,Yes,Overall_Contract_clause_library.xlsx
Suez-Tunnel,Suez Tunnel Civil & MEP Works,Tunnels,311,,Clause Intelligence Extract,Evidence Requirements,Evidence / Substantiation,Medium,Medium,Yes,Yes,Overall_Contract_clause_library.xlsx
Suez-Tunnel,Suez Tunnel Civil & MEP Works,Tunnels,312,,Jan-2026.,Evidence Requirements,Evidence / Substantiation,High,Medium,Yes,Yes,Overall_Contract_clause_library.xlsx
Suez-Tunnel,Suez Tunnel Civil & MEP Works,Tunnels,313,,month structural,Delay Damages Defense,Delay Damages Defense,Critical,Medium,Yes,Yes,Overall_Contract_clause_library.xlsx
Suez-Tunnel,Suez Tunnel Civil & MEP Works,Tunnels,314,,% of the Contract Price.,Evidence Requirements,Evidence / Substantiation,High,Medium,Yes,Yes,Overall_Contract_clause_library.xlsx
Suez-Tunnel,Suez Tunnel Civil & MEP Works,Tunnels,315,,Execution Control Matrix,Payment Entitlements,Payment / Certification,High,Strong,Yes,Yes,Overall_Contract_clause_library.xlsx
Suez-Tunnel,Suez Tunnel Civil & MEP Works,Tunnels,316,,Signature Placeholders,Evidence Requirements,Evidence / Substantiation,High,Medium,Yes,Yes,Overall_Contract_clause_library.xlsx
