question_id,source_layer,department,section_or_level,question_text,answer_status,answer_column,dropdown_module,destination_view,local_ollama_enabled,web_research_enabled,fidic_check_enabled,egypt_law_check_enabled,project_data_required,evidence_fields_required,response_template,search_keywords,source_file
QB-MAIN-0001,Main Technical Question Bank,Executive Technical Oversight,Technical Governance,"What technical issue is currently creating the highest schedule, cost, safety, quality, or contractual exposure?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Executive Technical Oversight, Technical Governance, schedule, cost, quality, safety, contract",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0347,Main Technical Question Bank,Fire and Life Safety Department,Fire Protection and Life Safety,"Are fire zones, compartments, escape routes, and fire ratings defined?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Fire and Life Safety Department, Fire Protection and Life Safety",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0348,Main Technical Question Bank,Fire and Life Safety Department,Fire Protection and Life Safety,"Are sprinklers, hydrants, hose reels, extinguishers, and fire pumps designed and installed correctly?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Fire and Life Safety Department, Fire Protection and Life Safety",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0349,Main Technical Question Bank,Fire and Life Safety Department,Fire Protection and Life Safety,Is fire tank capacity adequate?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Fire and Life Safety Department, Fire Protection and Life Safety",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0350,Main Technical Question Bank,Fire and Life Safety Department,Fire Protection and Life Safety,"Are fire pump flow, pressure, controller, diesel engine, jockey pump, and alarms tested?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Fire and Life Safety Department, Fire Protection and Life Safety",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0351,Main Technical Question Bank,Fire and Life Safety Department,Fire Protection and Life Safety,"Are fire alarm devices, zones, panels, loops, and cause-and-effect matrices approved?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Fire and Life Safety Department, Fire Protection and Life Safety",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0352,Main Technical Question Bank,Fire and Life Safety Department,Fire Protection and Life Safety,"Are interfaces with HVAC, elevators, access control, generators, BMS, smoke control, and emergency lighting tested?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Fire and Life Safety Department, Fire Protection and Life Safety",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0353,Main Technical Question Bank,Fire and Life Safety Department,Fire Protection and Life Safety,"Are stair pressurization, smoke extraction, and smoke dampers commissioned?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Fire and Life Safety Department, Fire Protection and Life Safety",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0354,Main Technical Question Bank,Fire and Life Safety Department,Fire Protection and Life Safety,"Are firestopping, penetration seals, fire doors, and fire-rated walls compliant?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Fire and Life Safety Department, Fire Protection and Life Safety",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0355,Main Technical Question Bank,Fire and Life Safety Department,Fire Protection and Life Safety,"Are evacuation signage, emergency lighting, and wayfinding systems accepted?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Fire and Life Safety Department, Fire Protection and Life Safety",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0356,Main Technical Question Bank,Fire and Life Safety Department,Fire Protection and Life Safety,What fire safety item can block occupancy certificate?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Fire and Life Safety Department, Fire Protection and Life Safety, safety",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0357,Main Technical Question Bank,Fire and Life Safety Department,Fire Protection and Life Safety,What authority comments are pending?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Fire and Life Safety Department, Fire Protection and Life Safety",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0358,Main Technical Question Bank,Fire and Life Safety Department,Fire Protection and Life Safety,What integrated test records are required?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Fire and Life Safety Department, Fire Protection and Life Safety",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0359,Main Technical Question Bank,Fire and Life Safety Department,Fire Protection and Life Safety,What maintenance and inspection schedule is required after handover?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Fire and Life Safety Department, Fire Protection and Life Safety, schedule, handover, maintenance",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0360,Main Technical Question Bank,Fire and Life Safety Department,Fire Protection and Life Safety,What life safety risk requires immediate escalation?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Fire and Life Safety Department, Fire Protection and Life Safety, safety, risk",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0361,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Baseline and Schedule Quality,"Is the WBS aligned with project scope, zones, disciplines, milestones, and handover requirements?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Baseline and Schedule Quality, handover",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0362,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Baseline and Schedule Quality,"Are activities measurable, logically sequenced, and technically executable?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Baseline and Schedule Quality",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0363,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Baseline and Schedule Quality,"Are durations based on quantities, productivity, resources, and constraints?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Baseline and Schedule Quality",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0364,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Baseline and Schedule Quality,"Are engineering, procurement, authority, construction, testing, commissioning, and handover activities included?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Baseline and Schedule Quality, procurement, handover",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0365,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Baseline and Schedule Quality,"Are calendars, constraints, lags, relationships, and milestones technically justified?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Baseline and Schedule Quality",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0366,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Baseline and Schedule Quality,Is the critical path logical and defendable?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Baseline and Schedule Quality, critical path",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0367,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Baseline and Schedule Quality,"Are excessive constraints, open ends, negative float, or unrealistic logic present?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Baseline and Schedule Quality",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0368,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Baseline and Schedule Quality,Are procurement lead times and technical approval cycles reflected?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Baseline and Schedule Quality, procurement",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0369,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Baseline and Schedule Quality,Are MEP and civil interface dependencies correctly modeled?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Baseline and Schedule Quality",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0370,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Baseline and Schedule Quality,Are resources and cost loading technically aligned with the execution plan?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Baseline and Schedule Quality, cost",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0371,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Baseline and Schedule Quality,What assumptions must be documented in the baseline narrative?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Baseline and Schedule Quality",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0372,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Baseline and Schedule Quality,What schedule risk should be highlighted before baseline approval?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Baseline and Schedule Quality, schedule, risk",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0373,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Baseline and Schedule Quality,What sequence is inconsistent with actual site strategy?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Baseline and Schedule Quality",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0374,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Baseline and Schedule Quality,What missing technical activity may create future claim weakness?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Baseline and Schedule Quality, claim",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0375,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Baseline and Schedule Quality,What schedule quality checks must be performed before submission?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Baseline and Schedule Quality, schedule, quality",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0376,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Progress Update and Forecasting,What is the data date and does the update reflect actual site status?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Progress Update and Forecasting",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0377,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Progress Update and Forecasting,"Which activities have actual starts, actual finishes, and remaining durations?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Progress Update and Forecasting",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0378,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Progress Update and Forecasting,"Is physical progress supported by site reports, photos, inspections, and quantities?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Progress Update and Forecasting",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0379,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Progress Update and Forecasting,Is progress entered according to project rules and measurement method?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Progress Update and Forecasting",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0380,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Progress Update and Forecasting,Are out-of-sequence activities present and are they justified?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Progress Update and Forecasting",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0381,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Progress Update and Forecasting,Has the critical path changed and why?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Progress Update and Forecasting, critical path",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0382,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Progress Update and Forecasting,"Which activities are delayed, near critical, or driving completion?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Progress Update and Forecasting, delay",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0383,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Progress Update and Forecasting,What is the forecast finish date and variance from baseline?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Progress Update and Forecasting",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0384,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Progress Update and Forecasting,What technical issues explain the forecast movement?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Progress Update and Forecasting",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0385,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Progress Update and Forecasting,What recovery actions are realistic?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Progress Update and Forecasting",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0386,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Progress Update and Forecasting,"What data from site, procurement, engineering, QA/QC, and MEP is missing?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Progress Update and Forecasting, procurement",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0387,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Progress Update and Forecasting,What technical delay should be formally notified?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Progress Update and Forecasting, delay",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0388,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Progress Update and Forecasting,What progress narrative should be included in the monthly report?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Progress Update and Forecasting",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0389,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Progress Update and Forecasting,What schedule risk affects next month’s cash flow?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Progress Update and Forecasting, schedule, risk, cash flow",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0390,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Progress Update and Forecasting,What management decision is required based on the update?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Progress Update and Forecasting",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0391,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Delay Analysis and EOT,What delay event occurred and what is its start and end date?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Delay Analysis and EOT, delay",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0392,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Delay Analysis and EOT,Which party is responsible for the event?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Delay Analysis and EOT",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0393,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Delay Analysis and EOT,Which contract clause supports entitlement?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Delay Analysis and EOT, contract",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0394,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Delay Analysis and EOT,Was notice issued within the required timeframe?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Delay Analysis and EOT",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0395,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Delay Analysis and EOT,Which activities were affected and how were they affected?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Delay Analysis and EOT",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-MAIN-0396,Main Technical Question Bank,"Planning, Scheduling, and Delay Analysis Department",Delay Analysis and EOT,Were the affected activities critical or near critical at the time of impact?,Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Planning, Scheduling, and Delay Analysis Department, Delay Analysis and EOT",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
